"","RMSE","MAE","modelo","RMSE_porc","MAE_porc","nombre"
"102",361.849450408718,317.104026344948,"ETS",11.3343602320663,9.93278077822859,"06020902_cartagena_vera"
"103",346.766995960994,299.319797806977,"ARIMA",10.861926263461,9.37571802057877,"06020902_cartagena_vera"
"104",435.101657371783,388.206757138845,"ETS_log",13.6288694556549,12.1599610693452,"06020902_cartagena_vera"
"105",312.032746003515,264.311133108616,"ARIMA_log",9.77393096330509,8.27912711381726,"06020902_cartagena_vera"
"106",926.701195067008,767.437168893551,"ETS",15.8234644423633,13.1040240569205,"06020903_circunvalacion_alicante"
"107",2780.55031273787,1909.20833333333,"ARIMA",47.4780212198048,32.5998178661886,"06020903_circunvalacion_alicante"
"108",852.396414314308,708.947186540554,"ETS_log",14.5547069805226,12.1053049866056,"06020903_circunvalacion_alicante"
"109",1279.0513939014,1080.37134247076,"ARIMA_log",21.8398598804986,18.4473890970846,"06020903_circunvalacion_alicante"
"110",2384.45806645748,2094.30634964195,"ETS",19.265234438535,16.9209529744038,"06021001_alto_de_las_pedrizas_malaga"
"111",4669.84688404141,3807.3105904539,"ARIMA",37.7300386526736,30.7611746825071,"06021001_alto_de_las_pedrizas_malaga"
"112",2368.33894216447,2131.34766326083,"ETS_log",19.1349999366928,17.2202283530809,"06021001_alto_de_las_pedrizas_malaga"
"113",2915.51277370111,2526.19208358193,"ARIMA_log",23.5558921685474,20.410374756257,"06021001_alto_de_las_pedrizas_malaga"
