"","Mes_numeric","IMD_total","nombre"
"455",ago. 2000,72284,"06020102_barcelona_tarragona_A_7"
"456",sep. 2000,56043,"06020102_barcelona_tarragona_A_7"
"457",oct. 2000,46773,"06020102_barcelona_tarragona_A_7"
"458",nov. 2000,43364,"06020102_barcelona_tarragona_A_7"
"459",dic. 2000,44529,"06020102_barcelona_tarragona_A_7"
"460",ene. 2001,41673,"06020102_barcelona_tarragona_A_7"
"461",feb. 2001,45681,"06020102_barcelona_tarragona_A_7"
"462",mar. 2001,48805,"06020102_barcelona_tarragona_A_7"
"463",abr. 2001,58411,"06020102_barcelona_tarragona_A_7"
"464",may. 2001,49910,"06020102_barcelona_tarragona_A_7"
"465",jun. 2001,56200,"06020102_barcelona_tarragona_A_7"
"466",jul. 2001,68149,"06020102_barcelona_tarragona_A_7"
"467",ago. 2001,75756,"06020102_barcelona_tarragona_A_7"
"468",sep. 2001,57032,"06020102_barcelona_tarragona_A_7"
"469",oct. 2001,50952,"06020102_barcelona_tarragona_A_7"
"470",nov. 2001,46487,"06020102_barcelona_tarragona_A_7"
"471",dic. 2001,44917,"06020102_barcelona_tarragona_A_7"
"472",ene. 2002,43113,"06020102_barcelona_tarragona_A_7"
"473",feb. 2002,47796,"06020102_barcelona_tarragona_A_7"
"474",mar. 2002,55167,"06020102_barcelona_tarragona_A_7"
"475",abr. 2002,52955,"06020102_barcelona_tarragona_A_7"
"476",may. 2002,54367,"06020102_barcelona_tarragona_A_7"
"477",jun. 2002,58256,"06020102_barcelona_tarragona_A_7"
"478",jul. 2002,70108,"06020102_barcelona_tarragona_A_7"
"479",ago. 2002,78533,"06020102_barcelona_tarragona_A_7"
"480",sep. 2002,59030,"06020102_barcelona_tarragona_A_7"
"481",oct. 2002,53706,"06020102_barcelona_tarragona_A_7"
"482",nov. 2002,50259,"06020102_barcelona_tarragona_A_7"
"483",dic. 2002,48640,"06020102_barcelona_tarragona_A_7"
"484",ene. 2003,45418,"06020102_barcelona_tarragona_A_7"
"485",feb. 2003,47995,"06020102_barcelona_tarragona_A_7"
"486",mar. 2003,52145,"06020102_barcelona_tarragona_A_7"
"487",abr. 2003,61510,"06020102_barcelona_tarragona_A_7"
"488",may. 2003,56957,"06020102_barcelona_tarragona_A_7"
"489",jun. 2003,62508,"06020102_barcelona_tarragona_A_7"
"490",jul. 2003,71670,"06020102_barcelona_tarragona_A_7"
"491",ago. 2003,79926,"06020102_barcelona_tarragona_A_7"
"492",sep. 2003,58813,"06020102_barcelona_tarragona_A_7"
"493",oct. 2003,53780,"06020102_barcelona_tarragona_A_7"
"494",nov. 2003,50374,"06020102_barcelona_tarragona_A_7"
"495",dic. 2003,51410,"06020102_barcelona_tarragona_A_7"
"496",ene. 2004,47153,"06020102_barcelona_tarragona_A_7"
"497",feb. 2004,50557,"06020102_barcelona_tarragona_A_7"
"498",mar. 2004,52949,"06020102_barcelona_tarragona_A_7"
"499",abr. 2004,61396,"06020102_barcelona_tarragona_A_7"
"500",may. 2004,58574,"06020102_barcelona_tarragona_A_7"
"501",jun. 2004,62216,"06020102_barcelona_tarragona_A_7"
"502",jul. 2004,74030,"06020102_barcelona_tarragona_A_7"
"503",ago. 2004,78501,"06020102_barcelona_tarragona_A_7"
"504",sep. 2004,60371,"06020102_barcelona_tarragona_A_7"
"505",oct. 2004,57497,"06020102_barcelona_tarragona_A_7"
"506",nov. 2004,52227,"06020102_barcelona_tarragona_A_7"
"507",dic. 2004,52621,"06020102_barcelona_tarragona_A_7"
"508",ene. 2005,47155,"06020102_barcelona_tarragona_A_7"
"509",feb. 2005,51852,"06020102_barcelona_tarragona_A_7"
"510",mar. 2005,59686,"06020102_barcelona_tarragona_A_7"
"511",abr. 2005,57705,"06020102_barcelona_tarragona_A_7"
"512",may. 2005,61831,"06020102_barcelona_tarragona_A_7"
"513",jun. 2005,63833,"06020102_barcelona_tarragona_A_7"
"514",jul. 2005,75197,"06020102_barcelona_tarragona_A_7"
"515",ago. 2005,78849,"06020102_barcelona_tarragona_A_7"
"516",sep. 2005,62016,"06020102_barcelona_tarragona_A_7"
"517",oct. 2005,57491,"06020102_barcelona_tarragona_A_7"
"518",nov. 2005,54057,"06020102_barcelona_tarragona_A_7"
"519",dic. 2005,53494,"06020102_barcelona_tarragona_A_7"
"520",ene. 2006,49364,"06020102_barcelona_tarragona_A_7"
"521",feb. 2006,55343,"06020102_barcelona_tarragona_A_7"
"522",mar. 2006,59491,"06020102_barcelona_tarragona_A_7"
"523",abr. 2006,67620,"06020102_barcelona_tarragona_A_7"
"524",may. 2006,63382,"06020102_barcelona_tarragona_A_7"
"525",jun. 2006,67002,"06020102_barcelona_tarragona_A_7"
"526",jul. 2006,78570,"06020102_barcelona_tarragona_A_7"
"527",ago. 2006,80211,"06020102_barcelona_tarragona_A_7"
"528",sep. 2006,65367,"06020102_barcelona_tarragona_A_7"
"529",oct. 2006,62109,"06020102_barcelona_tarragona_A_7"
"530",nov. 2006,58131,"06020102_barcelona_tarragona_A_7"
"531",dic. 2006,56903,"06020102_barcelona_tarragona_A_7"
"532",ene. 2007,54121,"06020102_barcelona_tarragona_A_7"
"533",feb. 2007,58163,"06020102_barcelona_tarragona_A_7"
"534",mar. 2007,63177,"06020102_barcelona_tarragona_A_7"
"535",abr. 2007,67573,"06020102_barcelona_tarragona_A_7"
"536",may. 2007,65386,"06020102_barcelona_tarragona_A_7"
"537",jun. 2007,70851,"06020102_barcelona_tarragona_A_7"
"538",jul. 2007,80726,"06020102_barcelona_tarragona_A_7"
"539",ago. 2007,82938,"06020102_barcelona_tarragona_A_7"
"540",sep. 2007,67447,"06020102_barcelona_tarragona_A_7"
"541",oct. 2007,64791,"06020102_barcelona_tarragona_A_7"
"542",nov. 2007,62341,"06020102_barcelona_tarragona_A_7"
"543",dic. 2007,56425,"06020102_barcelona_tarragona_A_7"
"544",ene. 2008,54672,"06020102_barcelona_tarragona_A_7"
"545",feb. 2008,58811,"06020102_barcelona_tarragona_A_7"
"546",mar. 2008,63726,"06020102_barcelona_tarragona_A_7"
"547",abr. 2008,62052,"06020102_barcelona_tarragona_A_7"
"548",may. 2008,61034,"06020102_barcelona_tarragona_A_7"
"549",jun. 2008,62690,"06020102_barcelona_tarragona_A_7"
"550",jul. 2008,75839,"06020102_barcelona_tarragona_A_7"
"551",ago. 2008,80468,"06020102_barcelona_tarragona_A_7"
"552",sep. 2008,60760,"06020102_barcelona_tarragona_A_7"
"553",oct. 2008,56576,"06020102_barcelona_tarragona_A_7"
"554",nov. 2008,52631,"06020102_barcelona_tarragona_A_7"
"555",dic. 2008,50867,"06020102_barcelona_tarragona_A_7"
"556",ene. 2009,45532,"06020102_barcelona_tarragona_A_7"
"557",feb. 2009,50686,"06020102_barcelona_tarragona_A_7"
"558",mar. 2009,53009,"06020102_barcelona_tarragona_A_7"
"559",abr. 2009,60214,"06020102_barcelona_tarragona_A_7"
"560",may. 2009,58870,"06020102_barcelona_tarragona_A_7"
"561",jun. 2009,62343,"06020102_barcelona_tarragona_A_7"
"562",jul. 2009,73875,"06020102_barcelona_tarragona_A_7"
"563",ago. 2009,76752,"06020102_barcelona_tarragona_A_7"
"564",sep. 2009,56563,"06020102_barcelona_tarragona_A_7"
"565",oct. 2009,54113,"06020102_barcelona_tarragona_A_7"
"566",nov. 2009,49539,"06020102_barcelona_tarragona_A_7"
"567",dic. 2009,48460,"06020102_barcelona_tarragona_A_7"
"568",ene. 2010,43035,"06020102_barcelona_tarragona_A_7"
"569",feb. 2010,47419,"06020102_barcelona_tarragona_A_7"
"570",mar. 2010,51614,"06020102_barcelona_tarragona_A_7"
"571",abr. 2010,56647,"06020102_barcelona_tarragona_A_7"
"572",may. 2010,55671,"06020102_barcelona_tarragona_A_7"
"573",jun. 2010,57653,"06020102_barcelona_tarragona_A_7"
"574",jul. 2010,70012,"06020102_barcelona_tarragona_A_7"
"575",ago. 2010,72947,"06020102_barcelona_tarragona_A_7"
"576",sep. 2010,54296,"06020102_barcelona_tarragona_A_7"
"577",oct. 2010,51921,"06020102_barcelona_tarragona_A_7"
"578",nov. 2010,48124,"06020102_barcelona_tarragona_A_7"
"579",dic. 2010,47762,"06020102_barcelona_tarragona_A_7"
"580",ene. 2011,42491,"06020102_barcelona_tarragona_A_7"
"581",feb. 2011,46699,"06020102_barcelona_tarragona_A_7"
"582",mar. 2011,47495,"06020102_barcelona_tarragona_A_7"
"583",abr. 2011,54529,"06020102_barcelona_tarragona_A_7"
"584",may. 2011,49722,"06020102_barcelona_tarragona_A_7"
"585",jun. 2011,55730,"06020102_barcelona_tarragona_A_7"
"586",jul. 2011,66987,"06020102_barcelona_tarragona_A_7"
"587",ago. 2011,69495,"06020102_barcelona_tarragona_A_7"
"588",sep. 2011,53727,"06020102_barcelona_tarragona_A_7"
"589",oct. 2011,47775,"06020102_barcelona_tarragona_A_7"
"590",nov. 2011,43488,"06020102_barcelona_tarragona_A_7"
"591",dic. 2011,43632,"06020102_barcelona_tarragona_A_7"
"592",ene. 2012,39368,"06020102_barcelona_tarragona_A_7"
"593",feb. 2012,40452,"06020102_barcelona_tarragona_A_7"
"594",mar. 2012,45169,"06020102_barcelona_tarragona_A_7"
"595",abr. 2012,49648,"06020102_barcelona_tarragona_A_7"
"596",may. 2012,47271,"06020102_barcelona_tarragona_A_7"
"597",jun. 2012,51755,"06020102_barcelona_tarragona_A_7"
"598",jul. 2012,60501,"06020102_barcelona_tarragona_A_7"
"599",ago. 2012,63913,"06020102_barcelona_tarragona_A_7"
"600",sep. 2012,48263,"06020102_barcelona_tarragona_A_7"
"601",oct. 2012,43014,"06020102_barcelona_tarragona_A_7"
"602",nov. 2012,41207,"06020102_barcelona_tarragona_A_7"
"603",dic. 2012,40057,"06020102_barcelona_tarragona_A_7"
"604",ene. 2013,36382,"06020102_barcelona_tarragona_A_7"
"605",feb. 2013,37800,"06020102_barcelona_tarragona_A_7"
"606",mar. 2013,44265,"06020102_barcelona_tarragona_A_7"
"607",abr. 2013,43197,"06020102_barcelona_tarragona_A_7"
"608",may. 2013,45423,"06020102_barcelona_tarragona_A_7"
"609",jun. 2013,49539,"06020102_barcelona_tarragona_A_7"
"610",jul. 2013,57679,"06020102_barcelona_tarragona_A_7"
"611",ago. 2013,64750,"06020102_barcelona_tarragona_A_7"
"612",sep. 2013,47924,"06020102_barcelona_tarragona_A_7"
"613",oct. 2013,43118,"06020102_barcelona_tarragona_A_7"
"614",nov. 2013,40471,"06020102_barcelona_tarragona_A_7"
"615",dic. 2013,39513,"06020102_barcelona_tarragona_A_7"
"616",ene. 2014,36381,"06020102_barcelona_tarragona_A_7"
"617",feb. 2014,38956,"06020102_barcelona_tarragona_A_7"
"618",mar. 2014,41570,"06020102_barcelona_tarragona_A_7"
"619",abr. 2014,48904,"06020102_barcelona_tarragona_A_7"
"620",may. 2014,44913,"06020102_barcelona_tarragona_A_7"
"621",jun. 2014,50037,"06020102_barcelona_tarragona_A_7"
"622",jul. 2014,58011,"06020102_barcelona_tarragona_A_7"
"623",ago. 2014,66255,"06020102_barcelona_tarragona_A_7"
"624",sep. 2014,48635,"06020102_barcelona_tarragona_A_7"
"625",oct. 2014,44999,"06020102_barcelona_tarragona_A_7"
"626",nov. 2014,40933,"06020102_barcelona_tarragona_A_7"
"627",dic. 2014,42331,"06020102_barcelona_tarragona_A_7"
"628",ene. 2015,38008,"06020102_barcelona_tarragona_A_7"
"629",feb. 2015,40458,"06020102_barcelona_tarragona_A_7"
"630",mar. 2015,44945,"06020102_barcelona_tarragona_A_7"
"631",abr. 2015,50651,"06020102_barcelona_tarragona_A_7"
"632",may. 2015,50229,"06020102_barcelona_tarragona_A_7"
"633",jun. 2015,52036,"06020102_barcelona_tarragona_A_7"
"634",jul. 2015,63157,"06020102_barcelona_tarragona_A_7"
"635",ago. 2015,69649,"06020102_barcelona_tarragona_A_7"
"636",sep. 2015,50671,"06020102_barcelona_tarragona_A_7"
"637",oct. 2015,48471,"06020102_barcelona_tarragona_A_7"
"638",nov. 2015,43965,"06020102_barcelona_tarragona_A_7"
"639",dic. 2015,45099,"06020102_barcelona_tarragona_A_7"
"640",ene. 2016,40879,"06020102_barcelona_tarragona_A_7"
"641",feb. 2016,44182,"06020102_barcelona_tarragona_A_7"
"642",mar. 2016,51241,"06020102_barcelona_tarragona_A_7"
"643",abr. 2016,48512,"06020102_barcelona_tarragona_A_7"
"644",may. 2016,52125,"06020102_barcelona_tarragona_A_7"
"645",jun. 2016,55225,"06020102_barcelona_tarragona_A_7"
"646",jul. 2016,67637,"06020102_barcelona_tarragona_A_7"
"647",ago. 2016,71867,"06020102_barcelona_tarragona_A_7"
"648",sep. 2016,54520,"06020102_barcelona_tarragona_A_7"
"649",oct. 2016,50001,"06020102_barcelona_tarragona_A_7"
"650",nov. 2016,46157,"06020102_barcelona_tarragona_A_7"
"651",dic. 2016,46455,"06020102_barcelona_tarragona_A_7"
"652",ene. 2017,41692,"06020102_barcelona_tarragona_A_7"
"653",feb. 2017,45839,"06020102_barcelona_tarragona_A_7"
"654",mar. 2017,49197,"06020102_barcelona_tarragona_A_7"
"655",ene. 1990,42640,"06020103_montmelo_papiol_A_7"
"656",feb. 1990,44945,"06020103_montmelo_papiol_A_7"
"657",mar. 1990,50189,"06020103_montmelo_papiol_A_7"
"658",abr. 1990,53338,"06020103_montmelo_papiol_A_7"
"659",may. 1990,53600,"06020103_montmelo_papiol_A_7"
"660",jun. 1990,57431,"06020103_montmelo_papiol_A_7"
"661",jul. 1990,64321,"06020103_montmelo_papiol_A_7"
"662",ago. 1990,56812,"06020103_montmelo_papiol_A_7"
"663",sep. 1990,52860,"06020103_montmelo_papiol_A_7"
"664",oct. 1990,51255,"06020103_montmelo_papiol_A_7"
"665",nov. 1990,51255,"06020103_montmelo_papiol_A_7"
"666",dic. 1990,47977,"06020103_montmelo_papiol_A_7"
"667",ene. 1991,47432,"06020103_montmelo_papiol_A_7"
"668",feb. 1991,49438,"06020103_montmelo_papiol_A_7"
"669",mar. 1991,53062,"06020103_montmelo_papiol_A_7"
"670",abr. 1991,55233,"06020103_montmelo_papiol_A_7"
"671",may. 1991,55862,"06020103_montmelo_papiol_A_7"
"672",jun. 1991,59091,"06020103_montmelo_papiol_A_7"
"673",jul. 1991,66556,"06020103_montmelo_papiol_A_7"
"674",ago. 1991,58987,"06020103_montmelo_papiol_A_7"
"675",sep. 1991,54732,"06020103_montmelo_papiol_A_7"
"676",oct. 1991,52720,"06020103_montmelo_papiol_A_7"
"677",nov. 1991,51821,"06020103_montmelo_papiol_A_7"
"678",dic. 1991,48532,"06020103_montmelo_papiol_A_7"
"679",ene. 1992,47836,"06020103_montmelo_papiol_A_7"
"680",feb. 1992,52380,"06020103_montmelo_papiol_A_7"
"681",mar. 1992,54044,"06020103_montmelo_papiol_A_7"
"682",abr. 1992,54084,"06020103_montmelo_papiol_A_7"
"683",may. 1992,50080,"06020103_montmelo_papiol_A_7"
"684",jun. 1992,49923,"06020103_montmelo_papiol_A_7"
"685",jul. 1992,58086,"06020103_montmelo_papiol_A_7"
"686",ago. 1992,52845,"06020103_montmelo_papiol_A_7"
"687",sep. 1992,48283,"06020103_montmelo_papiol_A_7"
"688",oct. 1992,45605,"06020103_montmelo_papiol_A_7"
"689",nov. 1992,43825,"06020103_montmelo_papiol_A_7"
"690",dic. 1992,43009,"06020103_montmelo_papiol_A_7"
"691",ene. 1993,40234,"06020103_montmelo_papiol_A_7"
"692",feb. 1993,42452,"06020103_montmelo_papiol_A_7"
"693",mar. 1993,43820,"06020103_montmelo_papiol_A_7"
"694",abr. 1993,46482,"06020103_montmelo_papiol_A_7"
"695",may. 1993,45471,"06020103_montmelo_papiol_A_7"
"696",jun. 1993,47027,"06020103_montmelo_papiol_A_7"
"697",jul. 1993,56842,"06020103_montmelo_papiol_A_7"
"698",ago. 1993,52157,"06020103_montmelo_papiol_A_7"
"699",sep. 1993,47406,"06020103_montmelo_papiol_A_7"
"700",oct. 1993,43373,"06020103_montmelo_papiol_A_7"
"701",nov. 1993,43159,"06020103_montmelo_papiol_A_7"
"702",dic. 1993,41877,"06020103_montmelo_papiol_A_7"
"703",ene. 1994,39395,"06020103_montmelo_papiol_A_7"
"704",feb. 1994,42553,"06020103_montmelo_papiol_A_7"
"705",mar. 1994,45212,"06020103_montmelo_papiol_A_7"
"706",abr. 1994,45196,"06020103_montmelo_papiol_A_7"
"707",may. 1994,47188,"06020103_montmelo_papiol_A_7"
"708",jun. 1994,48636,"06020103_montmelo_papiol_A_7"
"709",jul. 1994,59319,"06020103_montmelo_papiol_A_7"
"710",ago. 1994,52784,"06020103_montmelo_papiol_A_7"
"711",sep. 1994,48950,"06020103_montmelo_papiol_A_7"
"712",oct. 1994,45127,"06020103_montmelo_papiol_A_7"
"713",nov. 1994,44696,"06020103_montmelo_papiol_A_7"
"714",dic. 1994,44017,"06020103_montmelo_papiol_A_7"
"715",ene. 1995,41736,"06020103_montmelo_papiol_A_7"
"716",feb. 1995,43676,"06020103_montmelo_papiol_A_7"
"717",mar. 1995,45527,"06020103_montmelo_papiol_A_7"
"718",abr. 1995,47966,"06020103_montmelo_papiol_A_7"
"719",may. 1995,48377,"06020103_montmelo_papiol_A_7"
"720",jun. 1995,50823,"06020103_montmelo_papiol_A_7"
"721",jul. 1995,60097,"06020103_montmelo_papiol_A_7"
"722",ago. 1995,53535,"06020103_montmelo_papiol_A_7"
"723",sep. 1995,51095,"06020103_montmelo_papiol_A_7"
"724",oct. 1995,48983,"06020103_montmelo_papiol_A_7"
"725",nov. 1995,47883,"06020103_montmelo_papiol_A_7"
"726",dic. 1995,44600,"06020103_montmelo_papiol_A_7"
"727",ene. 1996,45445,"06020103_montmelo_papiol_A_7"
"728",feb. 1996,47286,"06020103_montmelo_papiol_A_7"
"729",mar. 1996,50260,"06020103_montmelo_papiol_A_7"
"730",abr. 1996,51024,"06020103_montmelo_papiol_A_7"
"731",may. 1996,52761,"06020103_montmelo_papiol_A_7"
"732",jun. 1996,54506,"06020103_montmelo_papiol_A_7"
"733",jul. 1996,62850,"06020103_montmelo_papiol_A_7"
"734",ago. 1996,56920,"06020103_montmelo_papiol_A_7"
"735",sep. 1996,54079,"06020103_montmelo_papiol_A_7"
"736",oct. 1996,53548,"06020103_montmelo_papiol_A_7"
"737",nov. 1996,50621,"06020103_montmelo_papiol_A_7"
"738",dic. 1996,49809,"06020103_montmelo_papiol_A_7"
"739",ene. 1997,48638,"06020103_montmelo_papiol_A_7"
"740",feb. 1997,54026,"06020103_montmelo_papiol_A_7"
"741",mar. 1997,55351,"06020103_montmelo_papiol_A_7"
"742",abr. 1997,59785,"06020103_montmelo_papiol_A_7"
"743",may. 1997,59944,"06020103_montmelo_papiol_A_7"
"744",jun. 1997,60045,"06020103_montmelo_papiol_A_7"
"745",jul. 1997,69370,"06020103_montmelo_papiol_A_7"
"746",ago. 1997,62796,"06020103_montmelo_papiol_A_7"
"747",sep. 1997,61249,"06020103_montmelo_papiol_A_7"
"748",oct. 1997,60154,"06020103_montmelo_papiol_A_7"
"749",nov. 1997,57030,"06020103_montmelo_papiol_A_7"
"750",dic. 1997,54899,"06020103_montmelo_papiol_A_7"
"751",ene. 1998,51862,"06020103_montmelo_papiol_A_7"
"752",feb. 1998,57950,"06020103_montmelo_papiol_A_7"
"753",mar. 1998,59642,"06020103_montmelo_papiol_A_7"
"754",abr. 1998,67792,"06020103_montmelo_papiol_A_7"
"755",may. 1998,63952,"06020103_montmelo_papiol_A_7"
"756",jun. 1998,65384,"06020103_montmelo_papiol_A_7"
"757",jul. 1998,75451,"06020103_montmelo_papiol_A_7"
"758",ago. 1998,67408,"06020103_montmelo_papiol_A_7"
"759",sep. 1998,65535,"06020103_montmelo_papiol_A_7"
"760",oct. 1998,64931,"06020103_montmelo_papiol_A_7"
"761",nov. 1998,63468,"06020103_montmelo_papiol_A_7"
"762",dic. 1998,60723,"06020103_montmelo_papiol_A_7"
"763",ene. 1999,57828,"06020103_montmelo_papiol_A_7"
"764",feb. 1999,64036,"06020103_montmelo_papiol_A_7"
"765",mar. 1999,63711,"06020103_montmelo_papiol_A_7"
"766",abr. 1999,68380,"06020103_montmelo_papiol_A_7"
"767",may. 1999,73190,"06020103_montmelo_papiol_A_7"
"768",jun. 1999,74765,"06020103_montmelo_papiol_A_7"
"769",jul. 1999,85273,"06020103_montmelo_papiol_A_7"
"770",ago. 1999,72119,"06020103_montmelo_papiol_A_7"
"771",sep. 1999,74232,"06020103_montmelo_papiol_A_7"
"772",oct. 1999,72084,"06020103_montmelo_papiol_A_7"
"773",nov. 1999,69511,"06020103_montmelo_papiol_A_7"
"774",dic. 1999,67101,"06020103_montmelo_papiol_A_7"
"775",ene. 2000,68357,"06020103_montmelo_papiol_A_7"
"776",feb. 2000,79461,"06020103_montmelo_papiol_A_7"
"777",mar. 2000,82585,"06020103_montmelo_papiol_A_7"
"778",abr. 2000,84743,"06020103_montmelo_papiol_A_7"
"779",may. 2000,87096,"06020103_montmelo_papiol_A_7"
"780",jun. 2000,90025,"06020103_montmelo_papiol_A_7"
"781",jul. 2000,99102,"06020103_montmelo_papiol_A_7"
"782",ago. 2000,84177,"06020103_montmelo_papiol_A_7"
"783",sep. 2000,88870,"06020103_montmelo_papiol_A_7"
"784",oct. 2000,81336,"06020103_montmelo_papiol_A_7"
"785",nov. 2000,83177,"06020103_montmelo_papiol_A_7"
"786",dic. 2000,78364,"06020103_montmelo_papiol_A_7"
"787",ene. 2001,79169,"06020103_montmelo_papiol_A_7"
"788",feb. 2001,84915,"06020103_montmelo_papiol_A_7"
"789",mar. 2001,90376,"06020103_montmelo_papiol_A_7"
"790",abr. 2001,92024,"06020103_montmelo_papiol_A_7"
"791",may. 2001,93035,"06020103_montmelo_papiol_A_7"
"792",jun. 2001,97422,"06020103_montmelo_papiol_A_7"
"793",jul. 2001,104726,"06020103_montmelo_papiol_A_7"
"794",ago. 2001,91627,"06020103_montmelo_papiol_A_7"
"795",sep. 2001,92041,"06020103_montmelo_papiol_A_7"
"796",oct. 2001,88999,"06020103_montmelo_papiol_A_7"
"797",nov. 2001,87957,"06020103_montmelo_papiol_A_7"
"798",dic. 2001,79728,"06020103_montmelo_papiol_A_7"
"799",ene. 2002,81934,"06020103_montmelo_papiol_A_7"
"800",feb. 2002,89247,"06020103_montmelo_papiol_A_7"
"801",mar. 2002,92800,"06020103_montmelo_papiol_A_7"
"802",abr. 2002,94753,"06020103_montmelo_papiol_A_7"
"803",may. 2002,96460,"06020103_montmelo_papiol_A_7"
"804",jun. 2002,96564,"06020103_montmelo_papiol_A_7"
"805",jul. 2002,106440,"06020103_montmelo_papiol_A_7"
"806",ago. 2002,92029,"06020103_montmelo_papiol_A_7"
"807",sep. 2002,94116,"06020103_montmelo_papiol_A_7"
"808",oct. 2002,91942,"06020103_montmelo_papiol_A_7"
"809",nov. 2002,91403,"06020103_montmelo_papiol_A_7"
"810",dic. 2002,83946,"06020103_montmelo_papiol_A_7"
"811",ene. 2003,84184,"06020103_montmelo_papiol_A_7"
"812",feb. 2003,89533,"06020103_montmelo_papiol_A_7"
"813",mar. 2003,94120,"06020103_montmelo_papiol_A_7"
"814",abr. 2003,97443,"06020103_montmelo_papiol_A_7"
"815",may. 2003,98407,"06020103_montmelo_papiol_A_7"
"816",jun. 2003,95979,"06020103_montmelo_papiol_A_7"
"817",jul. 2003,113703,"06020103_montmelo_papiol_A_7"
"818",ago. 2003,96990,"06020103_montmelo_papiol_A_7"
"819",sep. 2003,99757,"06020103_montmelo_papiol_A_7"
"820",oct. 2003,96804,"06020103_montmelo_papiol_A_7"
